genres,app_name,specs,price,early_access,sentiment,metascore,publisher_encoded,app_name_encoded,title_encoded,url_encoded,developer_encoded,sentiment_encoded,genres_encoded,tags_encoded,reviews_url_encoded,specs_encoded,year
RPG,Konung 2,Single,2.99,False,Very,35.0,27,14473,13572,4492,29,15,13,136,4491,17,2004
Action,BorderZone,Single,2.99,False,Mixed,0.0,27,3309,3091,4485,8073,9,1,136,4484,17,2006
Casual,RC Cars,Single,2.99,False,Mostly,65.0,27,20021,18752,4497,2083,10,5,139,4496,17,2003
RPG,Ascension to the Throne,Single,2.99,False,Very,0.0,27,1713,1596,4484,2289,15,13,136,4483,17,2007
Action,Jagged Alliance 1: Gold Edition,Single,9.99,False,Very,0.0,6755,13854,13004,4234,8349,15,1,171,4233,17,1994
Strategy,Battle Academy - Operation Market Garden,Single,9.99,False,1,0.0,6322,2508,2348,4404,8415,0,18,171,4403,17,2011
Strategy,Battle Academy - Blitzkrieg France,Single,9.99,False,2,0.0,6322,2505,2345,4403,8415,1,18,171,4402,17,2010
Strategy,Battle Academy - Rommel in Normandy,Single,9.99,False,2,0.0,6322,2510,2350,4407,8415,1,18,171,4406,17,2013
Strategy,Battle Academy - Fortress Metz,Single,9.99,False,1,0.0,6322,2506,2346,4408,8415,0,18,171,4407,17,2013
Strategy,Battle Academy - Operation Sealion,Single,9.99,False,1,0.0,6322,2509,2349,4405,8415,0,18,171,4404,17,2012
Strategy,Battle Academy - Operation Husky,Single,9.99,False,1,0.0,6322,2507,2347,4406,8415,0,18,171,4405,17,2013
Adventure,FarSky,Single,4.99,False,Mostly,0.0,2431,10034,9423,4359,3304,10,2,172,4358,17,2014
Casual,Redneck Racers,nan,2.99,False,Mostly,0.0,3984,20724,19421,4461,7131,10,5,26,4460,22,2010
Action,Among the Sleep Demo,Single,0.0,False,Very,0.0,3848,1277,1188,4332,5184,15,1,5,4331,17,2014
Strategy,Warrior Kings,Single,9.99,False,Mixed,73.0,6588,30502,28555,5057,1187,9,18,171,5056,17,2002
Action,Rabbit Hole 3D: Steam Edition,Single,2.99,False,Mixed,0.0,7818,20372,19095,4257,8527,9,1,86,4256,17,2014
Action,Depths of Fear :: Knossos,Single,5.99,False,Mixed,0.0,1930,6719,6287,2791,2657,9,1,86,2790,17,2014
Indie,Spice Road,Single,19.99,False,Mixed,0.0,222,24821,23320,4689,264,9,10,171,4688,17,2014
Adventure,Nostradamus: The Last Prophecy,Single,4.99,False,Mixed,70.0,4413,17772,16662,4427,5938,9,2,6,4426,17,2014
Racing,Mashed,Single,4.99,False,Mostly,0.0,6588,16121,15120,4147,8936,10,14,139,4146,17,2004
Action,Vangers,Single,6.99,False,Very,0.0,3844,29838,27956,3404,4944,15,1,139,3403,17,1998
Action,Realms of the Haunting,Single,9.99,False,Very,0.0,3685,20621,19324,4620,4003,15,1,5,4619,17,1996
Racing,Street Racing Syndicate,Single,9.99,False,Very,0.0,3685,25482,23940,4622,3129,15,14,139,4621,17,2005
Adventure,Clockwork Tales: Of Glass and Ink,Single,9.99,False,Very,0.0,573,4861,4537,4301,742,15,2,6,4300,17,2013
Action,Rogue Shooter: The FPS Roguelike,Single,4.99,False,Mostly,0.0,3187,22636,21295,4985,4264,10,1,146,4984,17,2014
Action,Rogue Shooter: The FPS Roguelike Demo,Single,0.0,False,Mixed,0.0,3187,22637,21296,5101,4264,9,1,197,5100,17,2014
Simulation,Brigade E5: New Jagged Union,Single,3.99,False,Mostly,41.0,27,3540,3303,4999,644,10,15,171,4998,17,2006
RPG,Stardust Pack,Single,2.99,False,8,0.0,7254,25080,23558,4539,9710,7,13,136,4538,17,2014
RPG,"7,62 High Calibre",Single,4.99,False,Very,0.0,27,250,236,4518,644,15,13,171,4517,17,2007
Adventure,"Fairy Tale About Father Frost, Ivan and Nastya",Single,2.99,False,Mixed,0.0,1025,9094,8495,4490,1340,9,2,6,4489,17,2000
Adventure,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,Single,4.99,False,Mixed,0.0,4414,17594,16495,4075,9398,9,2,6,4074,17,2014
Action,Croixleur Sigma,Single,7.99,False,Very,56.0,4912,5504,5138,2723,10856,15,1,9,2722,17,2014
Action,Kovac’s Way DLC,Single,1.99,False,Positive,0.0,124,14479,13578,4508,2971,13,1,5,4507,17,2014
Simulation,F-15C for DCS World,Single,9.99,False,Mostly,0.0,6911,8641,8052,2707,2889,10,15,155,2706,17,2014
nan,Wing IDE 5 - Commercial Use,Downloadable,119.99,False,Unknown,0.0,7618,30884,28916,4195,10216,14,22,197,4194,4,2014
Utilities,Wing IDE 5,Single,79.99,False,Positive,0.0,7618,30883,28915,2477,10216,13,19,183,2476,17,2014
Adventure,Black Rainbow,Single,6.99,False,Mixed,0.0,3984,2948,2759,4453,1695,9,2,6,4452,17,2014
Action,BloodRayne Betrayal,Single,9.99,False,Mixed,0.0,4428,3147,2948,4144,283,9,1,5,4143,17,2014
Action,Serious Sam Classics: Revolution,Single,9.99,True,Very,0.0,1880,23596,22207,1934,2134,15,1,52,1933,17,2014
Simulation,Train Simulator: BR Class 20 Loco Add-On,Single,19.99,False,9,0.0,2019,28607,26867,1720,2724,8,15,155,1719,17,2014
Action,Into the Dark: Ultimate Trash Edition,Single,7.99,False,Mixed,0.0,3209,13664,12826,3489,4289,9,1,86,3488,17,2014
Action,The Final Stand,Multi,0.0,True,Unknown,0.0,6529,27062,25436,5017,4201,14,1,52,5016,12,2014
Indie,Jet Car Stunts,Single,2.99,False,Mostly,57.0,7888,13925,13069,3883,3696,10,10,139,3882,17,2014
Adventure,Full Bore,Single,14.99,False,Positive,72.0,4826,10949,10290,3403,10172,13,2,86,3402,17,2014
Action,Croixleur Sigma Demo,Single,0.0,False,Mixed,56.0,4912,5505,5139,5139,10856,9,1,5,5138,17,2014
Action,Sweezy Gunner,Single,3.99,False,Very,0.0,7615,25875,24305,4983,10213,15,1,5,4982,17,2014
Action,You Have to Win the Game,Single,0.0,False,Very,0.0,4483,31407,29414,4349,6021,15,1,66,4348,17,2012
Adventure,DreadOut Demo,Single,0.0,False,Very,0.0,1926,7366,6878,5152,2612,15,2,6,5151,17,2013
Action,Outlast: Whistleblower DLC,Single,8.99,False,Overwhelmingly,0.0,5673,18385,17242,3830,7573,12,1,82,3829,17,2014
Casual,Rocksmith® 2014 – 311 - “Down”,Single,2.99,False,Unknown,0.0,7288,21862,20522,4742,9698,14,5,26,4741,17,2014
Design,Indie Graphics Bundle - Royalty Free Sprites,nan,24.99,False,Mostly,0.0,5866,13479,12652,4180,2980,10,6,45,4179,22,2014
Casual,Rocksmith® 2014 – 311 - “Beautiful Disaster”,Single,2.99,False,Unknown,0.0,7288,21861,20521,4741,9698,14,5,26,4740,17,2014
Casual,Rocksmith® 2014 – 311 - “Amber”,Single,2.99,False,Unknown,0.0,7288,21860,20520,4740,9698,14,5,26,4739,17,2014
Casual,Rocksmith® 2014 – 311 Song Pack,Single,7.99,False,Unknown,0.0,7288,21863,20523,4743,9698,14,5,26,4742,17,2014
Strategy,Warrior Kings: Battles,Single,9.99,False,Very,64.0,6588,30503,28556,5148,1187,15,18,171,5147,17,2003
Adventure,The Whispered World Special Edition,Single,19.99,False,Mostly,0.0,1702,27886,26200,3594,2296,10,2,6,3593,17,2014
Indie,Back To Life 2,Single,4.99,False,6,0.0,6588,2309,2165,5150,1665,5,10,86,5149,17,2014
Action,Descent: FreeSpace – The Great War,Single,9.99,False,Mostly,0.0,3465,6737,6303,3839,10007,10,1,5,3838,17,2014
Strategy,Rise of Prussia Gold,Single,19.99,False,Positive,0.0,6322,21116,19786,4640,368,13,18,171,4639,17,2013
Action,Blade Symphony,Multi,4.99,False,Mostly,72.0,5502,3006,2815,1852,7317,10,1,61,1851,12,2014
Indie,Democracy 3: Extremism,Single,4.99,False,Positive,0.0,5420,6657,6227,4594,7228,13,10,155,4593,17,2014
RPG,Fantasy Grounds - PFRPG Basic Paths: Fangs from the Past,Multi,8.99,False,Unknown,0.0,6344,9738,9130,5153,8445,14,13,136,5152,12,2014
Action,Fistful of Frags,Multi,0.0,False,Very,0.0,2513,10350,9721,3473,3414,15,1,66,3472,12,2014
RPG,Coldfire Keep,Single,4.99,False,Mixed,0.0,6553,5001,4662,5009,8750,9,13,136,5008,17,2014
Indie,Ground Pounders - High Rez Pack,Single,0.0,False,Unknown,0.0,3737,11963,11250,5233,5042,14,10,171,5232,17,2014
Adventure,Lili: Child of Geos - Complete Edition,Single,14.99,False,Very,0.0,898,15051,14112,3508,1169,15,2,6,3507,17,2014
Indie,Fantasy Grounds,Multi,39.99,False,Mostly,0.0,6344,9187,8579,2795,8445,10,10,136,2794,12,2014
Adventure,Chronology,Single,4.99,False,Very,0.0,801,4634,4323,3624,1020,15,2,6,3623,17,2014
Adventure,Coma: Mortuary,Single,5.99,False,Mixed,0.0,4659,5054,4712,4666,6527,9,2,82,4665,17,2014
Action,The Last Tinker™: City of Colors,Single,19.99,False,Mostly,72.0,1702,27312,25669,3226,5994,10,1,6,3225,17,2014
Casual,Wildlife Park 3,Single,9.99,False,Mixed,0.0,7874,30846,28883,4412,10552,9,5,155,4411,17,2014
RPG,Fantasy Grounds - C&C Castle Keeper's Guide,Multi,24.99,False,Unknown,0.0,7288,9321,8713,5165,8445,14,13,136,5164,12,2014
Action,Gas Guzzlers Extreme: Full Metal Frenzy,Single,4.99,False,Positive,0.0,3326,11343,10672,4015,3773,13,1,139,4014,17,2014
Casual,Deadly Sin 2,Single,4.99,False,Positive,0.0,1834,6435,6015,4323,2321,13,5,136,4322,17,2010
Simulation,World of Subways 3 – London Underground Circle Line,Single,24.99,False,Mostly,0.0,301,31088,29109,4255,9024,10,15,155,4254,17,2014
Indie,Fantasy Grounds - 3.5E/PFRPG: A00: Crow's Rest Island,Multi,5.99,False,Unknown,0.0,7288,9214,8606,5250,8445,14,10,136,5249,12,2014
Casual,Rocksmith® 2014 – Mastodon - “Oblivion”,Single,2.99,False,1,0.0,7288,22250,20910,4745,9698,0,5,26,4744,17,2014
Casual,Rocksmith® 2014 – Mastodon - “Black Tongue”,Single,2.99,False,Unknown,0.0,7288,22248,20908,4744,9698,14,5,26,4743,17,2014
Action,Organic Panic,Single,0.0,True,8,0.0,2772,18300,17158,4217,5292,7,1,52,4216,17,2014
Casual,Rocksmith® 2014 – Mastodon Song Pack,Single,7.99,False,1,0.0,7288,22251,20911,4747,9698,0,5,26,4746,17,2014
Simulation,Train Simulator: Munich - Garmisch-Partenkirchen Route Add-On,Single,19.99,False,Very,0.0,2019,28793,27053,3103,2724,15,15,155,3102,17,2014
Casual,Rocksmith® 2014 – Mastodon - “Colony Of Birchmen”,Single,2.99,False,Unknown,0.0,7288,22249,20909,4746,9698,14,5,26,4745,17,2014
Action,Awesomenauts - Giga Sentorii Skin,Single,4.99,False,Positive,0.0,5880,2062,1926,2914,7852,13,1,171,2913,17,2014
Indie,Hegemony Rome: The Rise of Caesar,Single,14.99,False,Mixed,0.0,3723,12539,11784,1911,5477,9,10,171,1910,17,2014
Adventure,DreadOut,Single,14.99,False,Mostly,55.0,1926,7365,6877,3638,2612,10,2,82,3637,17,2014
Adventure,Nightmares from the Deep 2: The Siren`s Call,Single,9.99,False,Very,0.0,573,17638,16537,4299,742,15,2,80,4298,17,2013
Casual,Sudokuball Detective,Single,4.99,False,4,0.0,3984,25577,24027,4459,10232,3,5,26,4458,17,2009
Adventure,DreadOut Soundtrack & Manga DLC,Single,5.99,False,Positive,0.0,1926,7367,6879,5126,2612,13,2,86,5125,17,2014
Action,BattleBlock Theater®,Single,14.99,False,Overwhelmingly,85.0,6894,2581,2417,2302,9236,12,1,35,2301,17,2014
Adventure,Rhiannon: Curse of the Four Branches,Single,4.99,False,Positive,67.0,4372,20985,19663,5106,672,13,2,6,5105,17,2008
Action,Fearless Fantasy,Single,6.99,False,Very,0.0,8150,10166,9552,4192,3062,15,1,136,4191,17,2014
Adventure,Qbeh-1: The Atlas Cube,Single,9.99,False,Very,72.0,1930,19902,18645,2790,5427,15,2,133,2789,17,2014
Action,Orc Attack: Flatulent Rebellion,Single,9.99,False,Mostly,0.0,5770,18266,17128,3593,1684,10,1,5,3592,17,2014
Action,Men of War: Assault Squad 2,Single,29.99,False,Very,68.0,27,16361,15338,2464,2632,15,1,171,2463,17,2014
Adventure,Vault Cracker,Single,4.99,False,Mostly,0.0,6588,29854,27970,5156,3928,10,2,6,5155,17,2014
Adventure,Millionaire Manor,Single,4.99,False,Mixed,0.0,6588,16578,15543,5157,3928,9,2,6,5156,17,2010
Casual,Putt-Putt® and Fatty Bear's Activity Pack,Single,4.99,False,Positive,0.0,3247,19820,18571,4727,4332,13,5,26,4726,17,1994
Adventure,Putt-Putt® Travels Through Time,Single,6.99,False,Very,0.0,3247,19819,18570,4722,4332,15,2,6,4721,17,1997
Strategy,Graviteam Tactics: Volokonovka 1942,Single,14.99,False,6,0.0,6588,11849,11144,5005,3975,5,18,171,5004,17,2014
Adventure,Agarest Zero - DLC Bundle #2,Single,4.99,False,Unknown,0.0,2877,897,838,4166,4441,14,2,171,4165,17,2014
Action,Monster Challenge Circus,Single,4.99,False,Mostly,0.0,6588,16768,15717,5229,3555,10,1,5,5228,17,2014
Adventure,"Spy Fox 3 ""Operation Ozone""",Single,6.99,False,Very,0.0,3247,24916,23407,4612,4332,15,2,6,4611,17,2001
Adventure,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,Single,6.99,False,Very,0.0,3247,18632,17473,4642,4332,15,2,6,4641,17,2000
Adventure,Freddi Fish 3: The Case of the Stolen Conch Shell,Single,6.99,False,Very,0.0,3247,10785,10134,4714,4332,15,2,6,4713,17,1998
Action,Frederic: Resurrection of Music,Single,2.99,False,Very,0.0,2576,10794,10143,5246,3495,15,1,86,5245,17,2014
Casual,Them - The Summoning,Single,4.99,False,5,0.0,7282,27954,26259,5212,3722,4,5,26,5211,17,2014
Adventure,The Treasures of Montezuma 4,Single,6.99,False,Very,0.0,1136,27818,26139,5243,402,15,2,26,5242,17,2013
Action,Shiny The Firefly,Single,9.99,False,Mostly,0.0,4368,23774,22379,3954,8668,10,1,86,3953,17,2014
Action,Men of War: Assault Squad 2 - Deluxe Edition upgrade,Single,6.99,False,Mixed,0.0,27,16363,15340,3781,2632,9,1,171,3780,17,2014
Action,Rage Runner,Single,4.99,False,Mixed,0.0,5368,20438,19153,4076,4365,9,1,139,4075,17,2014
Casual,Flower Shop: Summer In Fairbrook,Single,14.99,False,Mixed,0.0,7621,10455,9820,4553,10219,9,5,187,4552,17,2010
Adventure,Dark Scavenger,Single,4.99,False,Very,0.0,5489,6201,5797,4685,7304,15,2,136,4684,17,2014
Casual,Pretentious Game,Single,1.99,False,Mostly,0.0,3746,19494,18269,4077,5060,10,5,86,4076,17,2014
Action,Transistor: Original Soundtrack,Single,9.99,False,Very,0.0,6699,28974,27231,5160,8935,15,1,5,5159,17,2014
Action,QUALIA 3: Multi Agent Soundtrack,Single,2.99,False,Unknown,0.0,1834,19894,18638,5040,10985,14,1,5,5039,17,2014
Action,Toribash,Single,0.0,False,Very,0.0,4768,28375,26649,2624,6251,15,1,66,2623,17,2006
Casual,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,Single,5.99,False,Mixed,0.0,1834,14914,13988,4541,2368,9,5,136,4540,17,2014
Adventure,Sweet Lily Dreams,Single,14.99,False,Positive,0.0,1834,25874,24304,5213,7863,13,2,136,5212,17,2014
Free,DRAKERZ-Confrontation,Single,0.0,False,Mixed,0.0,5185,6001,5607,3488,6940,9,9,66,3487,17,2014
Free,DRAKERZ-Confrontation : 12 virtual BOOSTERS,Single,19.99,False,Unknown,0.0,5185,6002,5608,4703,6940,14,9,171,4702,17,2014
Free,DRAKERZ-Confrontation : 36 virtual BOOSTERS,Single,59.99,False,Unknown,0.0,5185,6004,5610,4704,6940,14,9,171,4703,17,2014
Free,DRAKERZ-Confrontation : virtual STARTER pack FURKHAN + OGAM,Single,14.99,False,Unknown,0.0,7288,6006,5612,4637,6940,14,9,171,4636,17,2014
Adventure,Paradigm Shift,Single,1.99,False,Mostly,0.0,2332,18711,17547,5185,3163,10,2,86,5184,17,2014
Action,Retro Game Crunch,Single,9.99,False,Very,0.0,5753,20922,19606,4523,7912,15,1,86,4522,17,2014
Simulation,Europa Universalis IV: Anthology of Alternate History,Single,6.99,False,2,0.0,7288,8438,7861,4953,6868,1,15,155,4952,17,2014
RPG,Crusader Kings II: Persian Portraits,Single,1.99,False,Mixed,0.0,5139,5569,5202,4651,6868,9,13,171,4650,17,2014
Free,DRAKERZ-Confrontation : virtual STARTER pack MELEON + KWARTZ,Single,14.99,False,Unknown,0.0,7288,6007,5613,4638,6940,14,9,171,4637,17,2014
RPG,Crusader Kings II: Persian Unit Pack,Single,1.99,False,Mixed,0.0,7288,5570,5203,4650,6868,9,13,171,4649,17,2014
Indie,Space Hulk - Harbinger of Torment Campaign,Single,4.99,False,Mixed,0.0,7288,24612,23142,3876,3620,9,10,171,3875,17,2014
Indie,Euro Truck Simulator 2 - Metallic Paint Jobs Pack,Single,1.99,False,Positive,0.0,5952,8396,7819,5072,7937,13,10,155,5071,17,2014
Casual,I Am Vegend - Zombiegeddon,Single,2.99,False,3,0.0,3984,13240,12433,5336,658,2,5,26,5335,17,2013
Strategy,Perimeter: Emperor's Testament,Single,3.99,False,Mostly,72.0,27,18842,17669,4486,4944,10,18,171,4485,17,2006
Adventure,White Noise Online,Single,4.99,False,Mixed,0.0,4451,30791,28830,4684,5989,9,2,82,4683,17,2014
Action,A.I.M.2 Clan Wars,Single,2.99,False,Very,0.0,27,467,436,4483,8381,15,1,136,4482,17,2007
Action,Killer is Dead - Nightmare Edition,Single,19.99,False,Mostly,0.0,1828,14255,13375,3267,4946,10,1,5,3266,17,2014
RPG,Tropico 5,Single,19.99,False,Mostly,75.0,3714,29143,27390,2509,4091,10,13,171,2508,17,2014
Casual,GAUGE,Single,3.99,False,Very,0.0,4690,11009,10348,3818,10944,15,5,86,3817,17,2014
Casual,Numba Deluxe,Single,2.99,False,Positive,0.0,3684,17812,16701,5280,1891,13,5,26,5279,17,2013
Indie,Fantasy Grounds - Creature Collection 4E - Heroic 1 Token Pack,Multi,12.99,False,Unknown,0.0,7288,9365,8757,5364,8445,14,10,136,5363,12,2014
Indie,Fantasy Grounds - Basic Roleplaying (BRP) Ruleset,Multi,24.99,False,Unknown,0.0,7288,9308,8700,5363,8445,14,10,136,5362,12,2014
Action,Frederic: Evil Strikes Back,Single,7.99,False,Very,0.0,2576,10793,10142,5247,3495,15,1,86,5246,17,2014
Action,Frederic: Resurrection of Music Demo,Single,0.0,False,2,0.0,2576,10795,10144,5376,3495,1,1,5,5375,17,2014
Casual,Cobi Treasure Deluxe,Single,2.99,False,Mostly,0.0,3684,4948,4616,5279,1891,10,5,26,5278,17,2013
Indie,Fantasy Grounds - Ultimate Upgrade,Multi,109.99,False,8,0.0,7288,9960,9352,5227,8445,7,10,136,5226,12,2014
Casual,Showtime!,Single,5.99,False,Mixed,0.0,3684,23838,22435,4311,6191,9,5,155,4310,17,2013
Indie,Fantasy Grounds - Rolemaster Classic Ruleset,Multi,19.99,False,Unknown,0.0,7288,9811,9203,5362,8445,14,10,136,5361,12,2014
Action,PAYDAY 2: The Shadow Raid Heist,Single,0.0,False,3,0.0,124,18506,17355,3525,6598,2,1,5,3524,17,2014
Adventure,Dracula 4 and  5 - Special Steam Edition,Single,7.99,False,Mixed,0.0,4413,7280,6798,4078,5136,9,2,6,4077,17,2014
Strategy,Europa Universalis IV: Wealth of Nations E-book,Single,1.99,False,4,0.0,7288,8468,7891,5431,6868,3,18,171,5430,17,2014
Simulation,Europa Universalis IV: Trade Nations Unit Pack,Single,1.99,False,Mixed,0.0,5137,8467,7890,4086,6868,9,15,171,4085,17,2014
Simulation,Expansion - Europa Universalis IV: Wealth of Nations,Single,9.99,False,Mixed,84.0,5139,8599,8015,4084,6868,9,15,171,4083,17,2014
Simulation,Europa Universalis IV: Muslim Ships Unit Pack,Single,1.99,False,7,0.0,5137,8454,7877,4085,6868,6,15,171,4084,17,2014
Action,Arma 3 DLC Bundle 1,Single,19.99,False,Mostly,0.0,1025,1615,1504,5419,1340,10,1,155,5418,17,2014
Design,RPG Maker VX Ace - Royal Tiles Resource Pack,Single,9.99,False,4,0.0,1834,20284,19009,4578,8239,3,6,45,4577,17,2014
Action,Arma 3 Karts,Single,1.99,False,Very,0.0,1025,1619,1508,4454,1340,15,1,139,4453,17,2014
Action,Anomaly Defenders,Single,9.99,False,Very,70.0,16,1421,1327,4729,15,15,1,177,4728,17,2014
Indie,CAPSULE,Single,4.99,False,Very,0.0,2490,3751,3498,5390,331,15,10,86,5389,17,2012
Adventure,Where is my Heart?,Single,7.99,False,Positive,74.0,1899,30724,28764,2483,8093,13,2,86,2482,17,2014
Indie,Euro Truck Simulator 2 - Flip Paint Designs,Single,1.99,False,Very,0.0,5952,8382,7805,5245,7937,15,10,86,5244,17,2014
Casual,Strata,Single,3.99,False,Very,0.0,2956,25375,23837,4361,3974,15,5,26,4360,17,2014
Racing,HTR+ Slot Car Simulation,Single,6.99,False,Mostly,0.0,3984,12208,11473,4457,7352,10,14,139,4456,17,2014
Adventure,Putt-Putt® Joins the Circus,Single,6.99,False,Mostly,0.0,3247,19817,18568,4724,4332,10,2,26,4723,17,2000
Casual,Spirited Heart Deluxe,Single,19.99,False,Mixed,0.0,7621,24847,23343,4687,10219,9,5,9,4686,17,2011
Adventure,Agarest Zero - DLC Bundle #3,Single,4.99,False,1,0.0,2877,898,839,4167,4441,0,2,136,4166,17,2014
Action,El Starter Pack 2.0,Single,9.99,False,6,0.0,7288,7969,7427,5424,4987,5,1,5,5423,17,2014
Action,El Adventurer Pack 2.0,Single,39.99,False,Unknown,0.0,3697,7964,7424,5425,4987,14,1,6,5424,17,2014
Indie,Defense Zone 2,Single,2.99,False,Very,0.0,571,6577,6151,4978,740,15,10,177,4977,17,2014
Indie,GearCity,Single,16.99,True,Very,0.0,3684,11359,10688,4314,9963,15,10,52,4313,17,2014
Action,The Forest,Single,14.99,True,Very,0.0,2239,27081,25454,2412,3042,15,1,52,2411,17,2014
RPG,Battle Mages,Single,3.99,False,Mixed,0.0,1136,2547,2384,5337,9083,9,13,171,5336,17,2003
Action,State of Decay - Lifeline,Single,6.99,False,Mostly,0.0,4419,25147,23618,3151,9741,10,1,196,3150,17,2014
Action,The Fall,Single,9.99,False,Very,76.0,5069,27045,25420,4546,6777,15,1,6,4545,17,2014
Casual,SPORT1 Live : Duel,Single,4.99,False,7,0.0,6480,23000,21633,5260,8636,6,5,165,5259,17,2014
Action,Kill Fun Yeah,Multi,9.99,False,Mixed,0.0,542,14245,13365,5264,697,9,1,5,5263,12,2014
Indie,The Campaign Series: Fall Weiss,Single,14.99,False,Mixed,0.0,7527,26819,25207,4226,10088,9,10,171,4225,17,2014
Adventure,Dysan the Shapeshifter,Single,1.99,False,Mostly,0.0,7595,7740,7217,5368,10185,10,2,136,5367,17,2014
Action,EPOCH,Single,9.99,False,Mostly,0.0,7307,7782,7256,3666,9792,10,1,5,3665,17,2014
Indie,Eador. Masters of the Broken World - Allied Forces,Single,3.99,False,Positive,0.0,6362,7844,7314,5380,8471,13,10,86,5379,17,2014
Adventure,Enigmatis 2: The Mists of Ravenwood,Single,9.99,False,Very,0.0,573,8169,7607,4298,742,15,2,80,4297,17,2013
Casual,The Happy Hereafter,Single,3.99,False,Mostly,0.0,1136,27147,25514,5501,409,10,5,26,5500,17,2013
Casual,300 Dwarves,nan,6.99,False,Mixed,0.0,7437,157,151,5283,742,9,5,26,5282,22,2013
Adventure,Richard & Alice,Single,5.99,False,Mostly,70.0,5079,21003,19678,4067,6791,10,2,6,4066,17,2014
Action,Galactic Arms Race,Single,2.99,False,Mixed,0.0,2335,11151,10486,2679,3166,9,1,86,2678,17,2014
Action,Nether: Resurrected,Single,4.99,False,Mixed,57.0,4725,17520,16424,2598,7004,9,1,172,2597,17,2014
Action,Kill The Bad Guy,Single,9.99,False,Mixed,0.0,2345,14247,13367,4688,3181,9,1,86,4687,17,2014
Action,BIT.TRIP FLUX,Single,9.99,False,Mixed,0.0,2743,2208,2069,585,3711,9,1,5,584,17,2014
nan,BIT.TRIP FLUX Soundtrack,Single,5.99,False,Unknown,0.0,2743,2209,2070,586,3711,14,22,197,585,17,2014
Adventure,Ludwig,Single,9.99,False,4,0.0,8078,15381,14420,3366,10797,3,2,6,3365,17,2014
Action,Lifeless Planet Premier Edition,Single,19.99,False,Mostly,59.0,6134,15015,14084,3303,8667,10,1,188,3302,17,2014
Action,Electronic Super Joy: Groove City,Single,4.99,False,Very,0.0,7730,7990,7447,5267,5923,15,1,86,5266,17,2014
Simulation,Railroad X,Single,39.99,False,Mixed,0.0,3806,20488,19200,2732,9030,9,15,155,2731,17,2014
Action,Dead Bits (Soundtrack),Single,0.99,False,Very,0.0,7288,6344,5928,5497,5937,15,1,5,5496,17,2014
Simulation,US Diesel Locomotives - Set 1,Single,13.99,False,Unknown,0.0,3806,29363,27595,3539,9030,14,15,155,3538,17,2014
Simulation,US Diesel Locomotives - Set 2,Single,13.99,False,Unknown,0.0,3806,29364,27596,3900,9030,14,15,155,3899,17,2014
Action,Magicite,Single,9.99,False,Very,0.0,6335,15834,14849,3603,8435,15,1,86,3602,17,2014
nan,"Modelset 1 - Railstation, Houses, Barn",Downloadable,13.99,False,Unknown,0.0,3806,16718,15668,3901,9570,14,22,197,3900,4,2014
Adventure,Shadows on the Vatican Act I: Greed,Single,6.99,False,Mostly,0.0,290,23675,22282,4360,12,10,2,6,4359,17,2014
Casual,Castle: Never Judge a Book by its Cover,Single,9.99,False,Mixed,0.0,7436,4294,4005,5284,4061,9,5,26,5283,17,2013
Casual,Rocksmith® 2014 – Bill Withers - “Ain’t No Sunshine”,Single,2.99,False,2,0.0,7288,21949,20609,4762,9698,1,5,26,4761,17,2014
Casual,Rocksmith® 2014 – Roy Buchanan - “Sweet Dreams”,Single,2.99,False,2,0.0,7288,22388,21048,4763,9698,1,5,26,4762,17,2014
Adventure,Munin,Single,4.99,False,Very,68.0,1702,16995,15927,4174,3933,15,2,86,4173,17,2014
Casual,Rocksmith® 2014 – James Gang - “Funk #49”,Single,2.99,False,Unknown,0.0,7288,22178,20838,4764,9698,14,5,26,4763,17,2014
Adventure,Echo of the Wilds,Single,8.99,False,Very,0.0,1221,7905,7371,5481,613,15,2,86,5480,17,2014
Adventure,Reversion - The Escape (1st Chapter),Single,0.99,False,Mostly,0.0,110,20963,19643,3668,108,10,2,6,3667,17,2012
Action,Enemy Front,Single,29.99,False,Mixed,52.0,1193,8152,7593,2898,1558,9,1,5,2897,17,2014
Casual,Smooth Operators,Single,2.99,False,Mostly,0.0,3172,24241,22804,3354,4241,10,5,155,3353,17,2013
Casual,Infinite Game Works Episode 0,Single,12.99,False,Mixed,0.0,6029,13515,12686,5323,8033,9,5,155,5322,17,2014
Indie,Spy Chameleon - RGB Agent,Single,4.99,False,Very,0.0,7274,24914,23405,5049,9750,15,10,86,5048,17,2014
RPG,Faery - Legends of Avalon,Single,9.99,False,Mostly,0.0,2563,9066,8468,5382,8605,10,13,136,5381,17,2014
Action,A Wizard's Lizard,Single,9.99,False,Mixed,0.0,4076,438,410,4111,5501,9,1,146,4110,17,2014
Action,DubWars Demo,Single,0.0,False,Very,0.0,7481,7508,6995,5631,5642,15,1,5,5630,17,2014
Adventure,Bot Colony,Single,14.99,True,Mixed,0.0,4864,3383,3165,3362,6506,9,2,52,3361,17,2014
Indie,Xenonauts,Single,24.99,False,Very,77.0,2930,31316,29328,1777,3941,15,10,171,1776,17,2014
RPG,Stick RPG 2: Director's Cut,Single,19.99,False,Mostly,0.0,7677,25303,23770,5568,10303,10,13,136,5567,17,2011
